campagne.x	staal	datum.x	fractie	soort	aantal	AFDW	jaar	staalcode	campagne.y	tidaal	datum.y	real_X	real_Y	Z	geomorf	ecotoop_werkelijk	SalZone	Vallei_deel	Omessegment	KRWzone	ecotoop_gepland
SP19	KD19_12	1567728000	1000	31	0	0	2	34	4	1	1567728000	149558.92	210575.265	0.08	9	4	2	5	4	6	NA
SP19	KD19_12	1567728000	500	31	0	0	2	34	4	1	1567728000	149558.92	210575.265	0.08	9	4	2	5	4	6	NA
SP19	KD19_13	1570060800	1000	31	0	0	2	34	4	1	1570060800	144793.786	201376.088	0.092	12	2	2	5	5	6	NA
SP19	KD19_13	1570060800	500	52	0	0	2	34	4	1	1570060800	144793.786	201376.088	0.092	12	2	2	5	5	6	NA
SP19	KD19_14	1568764800	1000	31	0	0	2	34	4	1	1568764800	146748.445	202593.395	1.521	13	2	2	5	4	6	NA
SP19	KD19_14	1568764800	500	31	0	0	2	34	4	1	1568764800	146748.445	202593.395	1.521	13	2	2	5	4	6	NA
SP19	KD19_15	1568764800	1000	31	0	0	2	34	4	1	1568764800	147790.447	209685.693	1.236	10	2	2	5	4	6	NA
SP19	KD19_15	1568764800	500	31	0	0	2	34	4	1	1568764800	147790.447	209685.693	1.236	10	2	2	5	4	6	NA
SP19	KD19_16	1567987200	1000	5	7	0.0013	2	34	4	2	1567987200	139676.099866	201162.921683	NA	NA	7	2	5	5	6	NA
SP19	KD19_16	1567987200	500	52	1	0	2	34	4	2	1567987200	139676.099866	201162.921683	NA	NA	7	2	5	5	6	NA
SP19	KD19_16	1567987200	500	5	0	-1e-04	2	34	4	2	1567987200	139676.099866	201162.921683	NA	NA	7	2	5	5	6	NA
SP19	KD19_17	1567987200	1000	43	1	3e-04	2	34	4	2	1567987200	145187.436794	201675.597415	NA	13	7	2	5	5	6	NA
SP19	KD19_17	1567987200	500	31	0	0	2	34	4	2	1567987200	145187.436794	201675.597415	NA	13	7	2	5	5	6	NA
SP19	KD19_18	1567987200	500	7	2	7e-04	2	34	4	2	1567987200	144101.63878	201643.556484	NA	NA	7	2	5	5	6	NA
SP19	KD19_18	1567987200	1000	7	1	5e-04	2	34	4	2	1567987200	144101.63878	201643.556484	NA	NA	7	2	5	5	6	NA
SP19	KD19_18	1567987200	500	52	5	4e-04	2	34	4	2	1567987200	144101.63878	201643.556484	NA	NA	7	2	5	5	6	NA
SP19	KD19_18	1567987200	500	3	4	2e-04	2	34	4	2	1567987200	144101.63878	201643.556484	NA	NA	7	2	5	5	6	NA
SP19	KD19_18	1567987200	1000	43	0	1e-04	2	34	4	2	1567987200	144101.63878	201643.556484	NA	NA	7	2	5	5	6	NA
SP19	KD19_18	1567987200	1000	3	1	0	2	34	4	2	1567987200	144101.63878	201643.556484	NA	NA	7	2	5	5	6	NA
SP19	KD19_19	1567987200	500	18	1	6e-04	2	34	4	2	1567987200	147374.940929	208043.006283	NA	8	7	2	5	4	6	NA
SP19	KD19_19	1567987200	1000	18	1	3e-04	2	34	4	2	1567987200	147374.940929	208043.006283	NA	8	7	2	5	4	6	NA
SP19	KD19_19	1568073600	500	52	1	2e-04	2	34	4	2	1567987200	147374.940929	208043.006283	NA	8	7	2	5	4	6	NA
SP19	KD19_20	1567987200	1000	43	1	0.014	2	34	4	2	1567987200	141644.801229	200679.468646	NA	13	7	2	5	5	6	NA
SP19	KD19_20	1567987200	500	5	1	0	2	34	4	2	1567987200	141644.801229	200679.468646	NA	13	7	2	5	5	6	NA
SP19	KD19_21	1567987200	1000	7	2	0.0073	2	34	4	2	1567987200	142239.12098	200801.483738	NA	13	5	2	5	5	6	NA
SP19	KD19_21	1567987200	500	5	3	4e-04	2	34	4	2	1567987200	142239.12098	200801.483738	NA	13	5	2	5	5	6	NA
SP19	KD19_21	1567987200	1000	5	1	2e-04	2	34	4	2	1567987200	142239.12098	200801.483738	NA	13	5	2	5	5	6	NA
SP19	KD19_23	1567987200	1000	7	2	8e-04	2	34	4	2	1567987200	147028.951494	206659.97816	NA	3	5	2	5	4	6	NA
SP19	KD19_23	1567987200	500	3	7	5e-04	2	34	4	2	1567987200	147028.951494	206659.97816	NA	3	5	2	5	4	6	NA
SP19	KD19_23	1567987200	500	7	0	0	2	34	4	2	1567987200	147028.951494	206659.97816	NA	3	5	2	5	4	6	NA
SP19	KD19_24	1567987200	1000	31	0	0	2	34	4	2	1567987200	147337.692403	207665.096358	NA	7	7	2	5	4	6	NA
SP19	KD19_24	1567987200	500	52	1	0	2	34	4	2	1567987200	147337.692403	207665.096358	NA	7	7	2	5	4	6	NA
SP19	KD19_25	1567987200	500	3	135	0.0066	2	34	4	2	1567987200	147356.969907	209024.932832	NA	3	5	2	5	4	6	NA
SP19	KD19_25	1567987200	1000	3	8	0.0017	2	34	4	2	1567987200	147356.969907	209024.932832	NA	3	5	2	5	4	6	NA
SP19	KD19_25	1567987200	500	52	3	8e-04	2	34	4	2	1567987200	147356.969907	209024.932832	NA	3	5	2	5	4	6	NA
SP19	KD19_25	1567987200	500	7	1	5e-04	2	34	4	2	1567987200	147356.969907	209024.932832	NA	3	5	2	5	4	6	NA
SP19	KD19_25	1567987200	1000	52	1	5e-04	2	34	4	2	1567987200	147356.969907	209024.932832	NA	3	5	2	5	4	6	NA
SP19	KD19_26	1567987200	1000	3	54	0.0206	2	34	4	2	1567987200	140159.705416	201015.801678	NA	13	1	2	5	5	6	NA
SP19	KD19_26	1567987200	500	3	319	0.0176	2	34	4	2	1567987200	140159.705416	201015.801678	NA	13	1	2	5	5	6	NA
SP19	KD19_26	1567987200	500	7	25	0.0052	2	34	4	2	1567987200	140159.705416	201015.801678	NA	13	1	2	5	5	6	NA
SP19	KD19_26	1567987200	1000	7	3	0.001	2	34	4	2	1567987200	140159.705416	201015.801678	NA	13	1	2	5	5	6	NA
SP19	KD19_26	1567987200	500	52	2	3e-04	2	34	4	2	1567987200	140159.705416	201015.801678	NA	13	1	2	5	5	6	NA
SP19	KD19_26	1567987200	500	21	1	2e-04	2	34	4	2	1567987200	140159.705416	201015.801678	NA	13	1	2	5	5	6	NA
SP19	KD19_27	1567987200	1000	52	1	2e-04	2	34	4	2	1567987200	145510.656517	201580.533468	NA	9	1	2	5	5	6	NA
SP19	KD19_27	1567987200	500	52	1	2e-04	2	34	4	2	1567987200	145510.656517	201580.533468	NA	9	1	2	5	5	6	NA
SP19	KD19_29	1567987200	500	5	16	9e-04	2	34	4	2	1567987200	146988.66468	203224.9881	NA	NA	1	2	5	4	6	NA
SP19	KD19_29	1567987200	1000	5	2	1e-04	2	34	4	2	1567987200	146988.66468	203224.9881	NA	NA	1	2	5	4	6	NA
SP19	KD19_30	1567987200	500	5	1	0	2	34	4	2	1567987200	147911.870845	209454.901296	NA	13	1	2	5	4	6	NA
SP19	KD19_30	1567987200	1000	31	0	0	2	34	4	2	1567987200	147911.870845	209454.901296	NA	13	1	2	5	4	6	NA
SP19	KPb_SP_01	1568592000	500	21	3	5e-04	2	35	5	1	1568592000	145543.255	219977.695	4.451	7	3	7	5	1	7	NA
SP19	KPb_SP_01	1568592000	500	52	1	3e-04	2	35	5	1	1568592000	145543.255	219977.695	4.451	7	3	7	5	1	7	NA
SP19	KPb_SP_01	1568592000	500	18	2	2e-04	2	35	5	1	1568592000	145543.255	219977.695	4.451	7	3	7	5	1	7	NA
SP19	KPb_SP_01	1568592000	500	33	1	2e-04	2	35	5	1	1568592000	145543.255	219977.695	4.451	7	3	7	5	1	7	NA
SP19	KPb_SP_01	1568592000	1000	31	0	0	2	35	5	1	1568592000	145543.255	219977.695	4.451	7	3	7	5	1	7	NA
SP18	KPb_SP_01	1535587200	1000	18	13	0.0026	1	35	2	1	1535587200	145543.245	219977.701	4.509	6	3	7	5	1	7	2
SP18	KPb_SP_01	1535587200	500	18	4	5e-04	1	35	2	1	1535587200	145543.245	219977.701	4.509	6	3	7	5	1	7	2
SP18	KPb_SP_01	1535587200	1000	33	3	0.0088	1	35	2	1	1535587200	145543.245	219977.701	4.509	6	3	7	5	1	7	2
SP18	KPb_SP_01	1535587200	500	33	4	5e-04	1	35	2	1	1535587200	145543.245	219977.701	4.509	6	3	7	5	1	7	2
SP18	KPb_SP_01	1535587200	500	53	2	0	1	35	2	1	1535587200	145543.245	219977.701	4.509	6	3	7	5	1	7	2
SP19	KPb_SP_02	1568592000	500	18	9	5e-04	2	35	5	1	1568592000	145554.104	219995.479	3.08	9	6	7	5	1	7	NA
SP19	KPb_SP_02	1568592000	500	21	2	5e-04	2	35	5	1	1568592000	145554.104	219995.479	3.08	9	6	7	5	1	7	NA
SP19	KPb_SP_02	1568592000	500	52	1	5e-04	2	35	5	1	1568592000	145554.104	219995.479	3.08	9	6	7	5	1	7	NA
SP19	KPb_SP_02	1568592000	1000	21	1	4e-04	2	35	5	1	1568592000	145554.104	219995.479	3.08	9	6	7	5	1	7	NA
SP18	KPb_SP_02	1535587200	1000	18	3	7e-04	1	35	2	1	1535587200	145554.14	219995.505	3.096	5	6	7	5	1	7	2
SP18	KPb_SP_02	1535587200	500	18	2	0.0014	1	35	2	1	1535587200	145554.14	219995.505	3.096	5	6	7	5	1	7	2
SP18	KPb_SP_02	1535587200	500	21	1	8e-04	1	35	2	1	1535587200	145554.14	219995.505	3.096	5	6	7	5	1	7	2
SP18	KPb_SP_02	1535587200	1000	33	4	0.0067	1	35	2	1	1535587200	145554.14	219995.505	3.096	5	6	7	5	1	7	2
SP18	KPb_SP_02	1535587200	500	33	4	0.001	1	35	2	1	1535587200	145554.14	219995.505	3.096	5	6	7	5	1	7	2
SP18	KPb_SP_02	1535587200	500	53	1	6e-04	1	35	2	1	1535587200	145554.14	219995.505	3.096	5	6	7	5	1	7	2
SP19	KPb_SP_03	1568592000	1000	18	14	0.0048	2	35	5	1	1568592000	145556.92	219997.75	2.805	9	6	7	5	1	7	NA
SP19	KPb_SP_03	1568592000	500	18	12	5e-04	2	35	5	1	1568592000	145556.92	219997.75	2.805	9	6	7	5	1	7	NA
SP19	KPb_SP_03	1568592000	1000	21	1	3e-04	2	35	5	1	1568592000	145556.92	219997.75	2.805	9	6	7	5	1	7	NA
SP19	KPb_SP_03	1568592000	500	52	3	2e-04	2	35	5	1	1568592000	145556.92	219997.75	2.805	9	6	7	5	1	7	NA
SP18	KPb_SP_03	1535587200	1000	18	3	9e-04	1	35	2	1	1535587200	145556.921	219997.722	2.853	5	6	7	5	1	7	2
SP18	KPb_SP_03	1535587200	500	18	4	0.001	1	35	2	1	1535587200	145556.921	219997.722	2.853	5	6	7	5	1	7	2
SP18	KPb_SP_03	1535587200	500	21	1	3e-04	1	35	2	1	1535587200	145556.921	219997.722	2.853	5	6	7	5	1	7	2
SP18	KPb_SP_03	1535587200	1000	33	5	0.0038	1	35	2	1	1535587200	145556.921	219997.722	2.853	5	6	7	5	1	7	2
SP18	KPb_SP_03	1535587200	500	33	3	8e-04	1	35	2	1	1535587200	145556.921	219997.722	2.853	5	6	7	5	1	7	2
SP18	KPb_SP_03	1535587200	500	53	1	2e-04	1	35	2	1	1535587200	145556.921	219997.722	2.853	5	6	7	5	1	7	2
SP19	KPb_SP_04	1568592000	1000	35	1	0.0011	2	35	5	1	1568592000	145568.561	220014.84	1.034	7	6	7	5	1	7	NA
SP19	KPb_SP_04	1568592000	500	38	1	4e-04	2	35	5	1	1568592000	145568.561	220014.84	1.034	7	6	7	5	1	7	NA
SP19	KPb_SP_04	1568592000	1000	38	1	2e-04	2	35	5	1	1568592000	145568.561	220014.84	1.034	7	6	7	5	1	7	NA
SP19	KPb_SP_04	1568592000	500	52	15	1e-04	2	35	5	1	1568592000	145568.561	220014.84	1.034	7	6	7	5	1	7	NA
SP18	KPb_SP_04	1535587200	500	53	57	0.0013	1	35	2	1	1535587200	145568.6	220014.831	1.142	15	6	7	5	1	7	2
SP18	KPb_SP_04	1535587200	1000	53	21	4e-04	1	35	2	1	1535587200	145568.6	220014.831	1.142	15	6	7	5	1	7	2
SP19	KPb_SP_05	1568592000	500	52	1	1e-04	2	35	5	1	1568592000	145572.691	220019.368	0.779	9	4	7	5	1	7	NA
SP19	KPb_SP_05	1568592000	1000	31	0	0	2	35	5	1	1568592000	145572.691	220019.368	0.779	9	4	7	5	1	7	NA
SP18	KPb_SP_05	1535587200	1000	18	2	0.0015	1	35	2	1	1535587200	145572.704	220019.357	0.885	15	4	7	5	1	7	2
SP18	KPb_SP_05	1535587200	500	33	1	4e-04	1	35	2	1	1535587200	145572.704	220019.357	0.885	15	4	7	5	1	7	2
SP18	KPb_SP_05	1535587200	1000	53	36	0.0014	1	35	2	1	1535587200	145572.704	220019.357	0.885	15	4	7	5	1	7	2
SP18	KPb_SP_05	1535587200	500	53	73	0.0017	1	35	2	1	1535587200	145572.704	220019.357	0.885	15	4	7	5	1	7	2
SP18	KPb_SP_05	1535587200	500	63	2	3e-04	1	35	2	1	1535587200	145572.704	220019.357	0.885	15	4	7	5	1	7	2
SP19	KPe_SP_01	1568592000	1000	26	2	7e-04	2	36	5	1	1568592000	146058.286	219028.554	5.43	8	3	7	5	2	7	NA
SP19	KPe_SP_01	1568592000	500	26	1	0	2	36	5	1	1568592000	146058.286	219028.554	5.43	8	3	7	5	2	7	NA
SP19	KPe_SP_01	1568592000	500	52	1	0	2	36	5	1	1568592000	146058.286	219028.554	5.43	8	3	7	5	2	7	NA
SP18	KPe_SP_01	1535587200	1000	31	0	0	1	36	2	1	1535587200	146058.237	219028.562	5.358	15	3	7	5	2	7	2
SP18	KPe_SP_01	1535587200	500	31	0	0	1	36	2	1	1535587200	146058.237	219028.562	5.358	15	3	7	5	2	7	2
SP19	KPe_SP_02	1568592000	1000	18	22	0.009	2	36	5	1	1568592000	146110.872	219014.782	5.024	8	3	7	5	2	7	NA
SP19	KPe_SP_02	1568592000	500	18	124	0.0048	2	36	5	1	1568592000	146110.872	219014.782	5.024	8	3	7	5	2	7	NA
SP19	KPe_SP_02	1568592000	1000	52	3	2e-04	2	36	5	1	1568592000	146110.872	219014.782	5.024	8	3	7	5	2	7	NA
SP19	KPe_SP_02	1568592000	500	52	5	2e-04	2	36	5	1	1568592000	146110.872	219014.782	5.024	8	3	7	5	2	7	NA
SP19	KPe_SP_02	1568592000	500	42	2	1e-04	2	36	5	1	1568592000	146110.872	219014.782	5.024	8	3	7	5	2	7	NA
SP18	KPe_SP_02	1535587200	1000	18	1	2e-04	1	36	2	1	1535587200	146110.91	219014.716	4.963	6	3	7	5	2	7	2
SP18	KPe_SP_02	1535587200	500	18	6	3e-04	1	36	2	1	1535587200	146110.91	219014.716	4.963	6	3	7	5	2	7	2
SP18	KPe_SP_02	1535587200	500	42	1	0	1	36	2	1	1535587200	146110.91	219014.716	4.963	6	3	7	5	2	7	2
SP18	KPe_SP_02	1535587200	1000	53	1	1e-04	1	36	2	1	1535587200	146110.91	219014.716	4.963	6	3	7	5	2	7	2
SP18	KPe_SP_02	1535587200	500	53	23	0.0011	1	36	2	1	1535587200	146110.91	219014.716	4.963	6	3	7	5	2	7	2
SP19	KPe_SP_03	1568592000	1000	33	1	0.0011	2	36	5	1	1568592000	146151.754	218998.22	4.363	9	3	7	5	2	7	NA
SP19	KPe_SP_03	1568592000	1000	23	1	7e-04	2	36	5	1	1568592000	146151.754	218998.22	4.363	9	3	7	5	2	7	NA
SP20	KPe_SP_03	1568592000	500	21	4	4e-04	2	36	5	1	1568592000	146151.754	218998.22	4.363	9	3	7	5	2	7	NA
SP19	KPe_SP_03	1568592000	500	35	2	4e-04	2	36	5	1	1568592000	146151.754	218998.22	4.363	9	3	7	5	2	7	NA
SP19	KPe_SP_03	1568592000	500	23	1	3e-04	2	36	5	1	1568592000	146151.754	218998.22	4.363	9	3	7	5	2	7	NA
SP19	KPe_SP_03	1568592000	500	33	5	3e-04	2	36	5	1	1568592000	146151.754	218998.22	4.363	9	3	7	5	2	7	NA
SP18	KPe_SP_03	1535587200	1000	18	1	4e-04	1	36	2	1	1535587200	146151.773	218998.154	4.315	4	3	7	5	2	7	2
SP18	KPe_SP_03	1535587200	500	18	3	3e-04	1	36	2	1	1535587200	146151.773	218998.154	4.315	4	3	7	5	2	7	2
SP18	KPe_SP_03	1535587200	1000	21	1	0.0017	1	36	2	1	1535587200	146151.773	218998.154	4.315	4	3	7	5	2	7	2
SP18	KPe_SP_03	1535587200	1000	33	2	0.0056	1	36	2	1	1535587200	146151.773	218998.154	4.315	4	3	7	5	2	7	2
SP18	KPe_SP_03	1535587200	500	33	1	6e-04	1	36	2	1	1535587200	146151.773	218998.154	4.315	4	3	7	5	2	7	2
SP19	KPe_SP_04	1568592000	1000	31	0	0	2	36	5	1	1568592000	146174.888	218997.341	1.23	3	2	7	5	2	7	NA
SP19	KPe_SP_04	1568592000	500	31	0	0	2	36	5	1	1568592000	146174.888	218997.341	1.23	3	2	7	5	2	7	NA
SP18	KPe_SP_04	1535587200	1000	31	0	0	1	36	2	1	1535587200	146174.874	218997.372	1.291	6	2	7	5	2	7	2
SP18	KPe_SP_04	1535587200	500	31	0	0	1	36	2	1	1535587200	146174.874	218997.372	1.291	6	2	7	5	2	7	2
SP19	KPe_SP_05	1568592000	1000	31	0	0	2	36	5	1	1568592000	146188.629	218994.524	0.392	13	4	7	5	2	7	NA
SP19	KPe_SP_05	1568592000	500	31	0	0	2	36	5	1	1568592000	146188.629	218994.524	0.392	13	4	7	5	2	7	NA
SP18	KPe_SP_05	1535587200	1000	60	1	0.0166	1	36	2	1	1535587200	146188.61	218994.514	0.343	18	4	7	5	2	7	2
SP18	KPe_SP_05	1535587200	500	63	1	0	1	36	2	1	1535587200	146188.61	218994.514	0.343	18	4	7	5	2	7	2
SP19	LP_SP_01	1568851200	500	52	26	0.0013	2	37	5	1	1568851200	144950.931	221275.393	4.243	9	3	7	5	1	7	NA
SP19	LP_SP_01	1568851200	1000	33	1	9e-04	2	37	5	1	1568851200	144950.931	221275.393	4.243	9	3	7	5	1	7	NA
SP19	LP_SP_01	1568851200	1000	18	3	6e-04	2	37	5	1	1568851200	144950.931	221275.393	4.243	9	3	7	5	1	7	NA
SP19	LP_SP_01	1568851200	500	18	2	4e-04	2	37	5	1	1568851200	144950.931	221275.393	4.243	9	3	7	5	1	7	NA
SP18	LP_SP_01	1535673600	500	18	2	3e-04	1	37	2	1	1535673600	144950.927	221275.325	4.182	15	3	7	5	1	7	2
SP18	LP_SP_01	1535673600	1000	33	2	0.0058	1	37	2	1	1535673600	144950.927	221275.325	4.182	15	3	7	5	1	7	2
SP18	LP_SP_01	1535673600	500	42	16	1e-04	1	37	2	1	1535673600	144950.927	221275.325	4.182	15	3	7	5	1	7	2
SP18	LP_SP_01	1535673600	1000	53	2	2e-04	1	37	2	1	1535673600	144950.927	221275.325	4.182	15	3	7	5	1	7	2
SP18	LP_SP_01	1535673600	500	53	75	0.0022	1	37	2	1	1535673600	144950.927	221275.325	4.182	15	3	7	5	1	7	2
SP19	LP_SP_02	1568851200	1000	33	2	0.0017	2	37	5	1	1568851200	144939.054	221245.842	3441	9	6	7	5	1	7	NA
SP19	LP_SP_02	1568851200	1000	21	3	0.0011	2	37	5	1	1568851200	144939.054	221245.842	3441	9	6	7	5	1	7	NA
SP19	LP_SP_02	1568851200	500	52	13	5e-04	2	37	5	1	1568851200	144939.054	221245.842	3441	9	6	7	5	1	7	NA
SP19	LP_SP_02	1568851200	500	18	11	4e-04	2	37	5	1	1568851200	144939.054	221245.842	3441	9	6	7	5	1	7	NA
SP19	LP_SP_02	1568851200	500	63	2	4e-04	2	37	5	1	1568851200	144939.054	221245.842	3441	9	6	7	5	1	7	NA
SP19	LP_SP_02	1568851200	1000	18	3	3e-04	2	37	5	1	1568851200	144939.054	221245.842	3441	9	6	7	5	1	7	NA
SP19	LP_SP_02	1568851200	1000	52	2	3e-04	2	37	5	1	1568851200	144939.054	221245.842	3441	9	6	7	5	1	7	NA
SP19	LP_SP_02	1568851200	500	33	1	0	2	37	5	1	1568851200	144939.054	221245.842	3441	9	6	7	5	1	7	NA
SP19	LP_SP_02	1568851200	500	42	2	0	2	37	5	1	1568851200	144939.054	221245.842	3441	9	6	7	5	1	7	NA
SP18	LP_SP_02	1535673600	1000	18	12	0.0038	1	37	2	1	1535673600	144939.03	221245.874	3.402	5	6	7	5	1	7	2
SP18	LP_SP_02	1535673600	500	18	5	1e-04	1	37	2	1	1535673600	144939.03	221245.874	3.402	5	6	7	5	1	7	2
SP18	LP_SP_02	1535673600	500	21	1	1e-04	1	37	2	1	1535673600	144939.03	221245.874	3.402	5	6	7	5	1	7	2
SP18	LP_SP_02	1535673600	1000	33	5	0.0019	1	37	2	1	1535673600	144939.03	221245.874	3.402	5	6	7	5	1	7	2
SP18	LP_SP_02	1535673600	500	33	4	2e-04	1	37	2	1	1535673600	144939.03	221245.874	3.402	5	6	7	5	1	7	2
SP18	LP_SP_02	1535673600	500	53	21	4e-04	1	37	2	1	1535673600	144939.03	221245.874	3.402	5	6	7	5	1	7	2
SP18	LP_SP_02	1535673600	1000	53	1	0	1	37	2	1	1535673600	144939.03	221245.874	3.402	5	6	7	5	1	7	2
SP19	LP_SP_03	1568851200	1000	61	1	0.0173	2	37	5	1	1568851200	144933.907	221234.193	2.773	7	6	7	5	1	7	NA
SP19	LP_SP_03	1568851200	1000	21	1	0.002	2	37	5	1	1568851200	144933.907	221234.193	2.773	7	6	7	5	1	7	NA
SP19	LP_SP_03	1568851200	1000	33	3	7e-04	2	37	5	1	1568851200	144933.907	221234.193	2.773	7	6	7	5	1	7	NA
SP19	LP_SP_03	1568851200	500	52	15	6e-04	2	37	5	1	1568851200	144933.907	221234.193	2.773	7	6	7	5	1	7	NA
SP19	LP_SP_03	1568851200	500	33	2	5e-04	2	37	5	1	1568851200	144933.907	221234.193	2.773	7	6	7	5	1	7	NA
SP19	LP_SP_03	1568851200	1000	35	1	5e-04	2	37	5	1	1568851200	144933.907	221234.193	2.773	7	6	7	5	1	7	NA
SP19	LP_SP_03	1568851200	1000	52	1	4e-04	2	37	5	1	1568851200	144933.907	221234.193	2.773	7	6	7	5	1	7	NA
SP19	LP_SP_03	1568851200	500	21	1	3e-04	2	37	5	1	1568851200	144933.907	221234.193	2.773	7	6	7	5	1	7	NA
SP19	LP_SP_03	1568851200	500	49	1	0	2	37	5	1	1568851200	144933.907	221234.193	2.773	7	6	7	5	1	7	NA
SP18	LP_SP_03	1535673600	1000	18	3	0.0015	1	37	2	1	1535673600	144933.895	221234.229	2.786	5	6	7	5	1	7	2
SP18	LP_SP_03	1535673600	500	18	2	3e-04	1	37	2	1	1535673600	144933.895	221234.229	2.786	5	6	7	5	1	7	2
SP18	LP_SP_03	1535673600	1000	21	1	0.0022	1	37	2	1	1535673600	144933.895	221234.229	2.786	5	6	7	5	1	7	2
SP18	LP_SP_03	1535673600	1000	33	6	0.0034	1	37	2	1	1535673600	144933.895	221234.229	2.786	5	6	7	5	1	7	2
SP18	LP_SP_03	1535673600	500	33	4	6e-04	1	37	2	1	1535673600	144933.895	221234.229	2.786	5	6	7	5	1	7	2
SP18	LP_SP_03	1535673600	1000	41	1	5e-04	1	37	2	1	1535673600	144933.895	221234.229	2.786	5	6	7	5	1	7	2
SP18	LP_SP_03	1535673600	500	53	56	5e-04	1	37	2	1	1535673600	144933.895	221234.229	2.786	5	6	7	5	1	7	2
SP19	LP_SP_04	1568851200	1000	61	1	0.0378	2	37	5	1	1568851200	144926.155	221219.111	1.828	8	6	7	5	1	7	NA
SP19	LP_SP_04	1568851200	1000	33	2	8e-04	2	37	5	1	1568851200	144926.155	221219.111	1.828	8	6	7	5	1	7	NA
SP19	LP_SP_04	1568851200	500	52	34	6e-04	2	37	5	1	1568851200	144926.155	221219.111	1.828	8	6	7	5	1	7	NA
SP19	LP_SP_04	1568851200	500	35	1	4e-04	2	37	5	1	1568851200	144926.155	221219.111	1.828	8	6	7	5	1	7	NA
SP19	LP_SP_04	1568851200	1000	52	4	2e-04	2	37	5	1	1568851200	144926.155	221219.111	1.828	8	6	7	5	1	7	NA
SP18	LP_SP_04	1535673600	1000	33	6	0.0047	1	37	2	1	1535673600	144926.166	221219.131	1.919	5	6	7	5	1	7	2
SP18	LP_SP_04	1535673600	500	33	1	2e-04	1	37	2	1	1535673600	144926.166	221219.131	1.919	5	6	7	5	1	7	2
SP18	LP_SP_04	1535673600	1000	35	0	0.0017	1	37	2	1	1535673600	144926.166	221219.131	1.919	5	6	7	5	1	7	2
SP18	LP_SP_04	1535673600	1000	53	2	2e-04	1	37	2	1	1535673600	144926.166	221219.131	1.919	5	6	7	5	1	7	2
SP18	LP_SP_04	1535673600	500	53	11	5e-04	1	37	2	1	1535673600	144926.166	221219.131	1.919	5	6	7	5	1	7	2
SP18	LP_SP_04	1535673600	500	63	1	1e-04	1	37	2	1	1535673600	144926.166	221219.131	1.919	5	6	7	5	1	7	2
SP19	LP_SP_05	1568851200	1000	21	1	0.0018	2	37	5	1	1568851200	144920.603	221202.976	1.042	8	6	7	5	1	7	NA
SP19	LP_SP_05	1568851200	500	35	2	9e-04	2	37	5	1	1568851200	144920.603	221202.976	1.042	8	6	7	5	1	7	NA
SP19	LP_SP_05	1568851200	1000	33	1	8e-04	2	37	5	1	1568851200	144920.603	221202.976	1.042	8	6	7	5	1	7	NA
SP19	LP_SP_05	1568851200	1000	35	0	4e-04	2	37	5	1	1568851200	144920.603	221202.976	1.042	8	6	7	5	1	7	NA
SP19	LP_SP_05	1568851200	500	52	5	4e-04	2	37	5	1	1568851200	144920.603	221202.976	1.042	8	6	7	5	1	7	NA
SP19	LP_SP_05	1568851200	1000	59	1	4e-04	2	37	5	1	1568851200	144920.603	221202.976	1.042	8	6	7	5	1	7	NA
SP19	LP_SP_05	1568851200	500	38	2	3e-04	2	37	5	1	1568851200	144920.603	221202.976	1.042	8	6	7	5	1	7	NA
SP19	LP_SP_05	1568851200	500	59	1	2e-04	2	37	5	1	1568851200	144920.603	221202.976	1.042	8	6	7	5	1	7	NA
SP18	LP_SP_05	1535673600	500	18	1	0	1	37	2	1	1535673600	144920.598	221202.924	1.055	15	6	7	5	1	7	2
SP18	LP_SP_05	1535673600	1000	33	1	0.0023	1	37	2	1	1535673600	144920.598	221202.924	1.055	15	6	7	5	1	7	2
SP18	LP_SP_05	1535673600	1000	53	1	1e-04	1	37	2	1	1535673600	144920.598	221202.924	1.055	15	6	7	5	1	7	2
SP18	LP_SP_05	1535673600	500	53	7	2e-04	1	37	2	1	1535673600	144920.598	221202.924	1.055	15	6	7	5	1	7	2
SP19	NOTc_SP_01	1568678400	500	52	270	0.0141	2	38	5	1	1568678400	142585.897	200623.936	3.935	9	6	2	5	5	6	NA
SP19	NOTc_SP_01	1568678400	1000	52	66	0.0096	2	38	5	1	1568678400	142585.897	200623.936	3.935	9	6	2	5	5	6	NA
SP19	NOTc_SP_01	1568678400	500	49	7	0	2	38	5	1	1568678400	142585.897	200623.936	3.935	9	6	2	5	5	6	NA
SP18	NOTc_SP_01	1534896000	1000	53	12	0.0024	1	38	2	1	1535932800	142586.311	200624.033	3.759	15	6	2	5	5	6	2
SP18	NOTc_SP_01	1534896000	500	53	113	0.0058	1	38	2	1	1535932800	142586.311	200624.033	3.759	15	6	2	5	5	6	2
SP19	NOTc_SP_02	1568160000	1000	52	134	0.018	2	38	5	1	1568678400	142583.446	200629.48	3.674	9	6	2	5	5	6	NA
SP19	NOTc_SP_02	1568160000	500	52	333	0.0112	2	38	5	1	1568678400	142583.446	200629.48	3.674	9	6	2	5	5	6	NA
SP18	NOTc_SP_02	1534896000	1000	53	58	0.0072	1	38	2	1	1535932800	142583.361	200629.522	3.559	15	6	2	5	5	6	2
SP18	NOTc_SP_02	1534896000	500	53	84	0.0085	1	38	2	1	1535932800	142583.361	200629.522	3.559	15	6	2	5	5	6	2
